,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
77,1606,1606,Kasperl/Perinet_Beylager_korr.csv,Zwey Jungfern legen sich mit ihr zugleich in Tod.,91,140,character_speech,3,22,,"
       Lenchen. Lisette.
      ",#lenchen #lisette,647.0,UNKNOWN,despair,negative,emotions of anxiety,kasperl,KK
78,1607,1607,Kasperl/Perinet_Beylager_korr.csv,"
       (sterbend)",0,18,stage_direction,3,22,speech_part,,#lenchen #lisette,647.0,UNKNOWN,despair,negative,emotions of anxiety,kasperl,KK
79,1608,1608,Kasperl/Perinet_Beylager_korr.csv,"
       
        Ich armer, armer Sekretär!",0,43,character_speech,3,22,,"
       Haspel.
      ",#haspel,648.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,kasperl,KK
80,1609,1609,Kasperl/Perinet_Beylager_korr.csv,"
       
        Die lacht, als obs lebendig wär;",0,49,character_speech,3,22,,"
       Kaspar.
      ",#kaspar,649.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
81,1610,1610,Kasperl/Perinet_Beylager_korr.csv,"
       (reicht dem Grafen Taback)",0,34,stage_direction,3,22,speech_part,,#friseur,650.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
82,1611,1611,Kasperl/Perinet_Beylager_korr.csv,"
       
        Plait il Monsieur!",0,35,character_speech,3,22,,"
       Friseur.
      ",#friseur,650.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
83,1612,1612,Kasperl/Perinet_Beylager_korr.csv,"
       
        Bienobligé.",0,28,character_speech,3,22,,"
       Graf.
      ",#graf,651.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
84,1613,1613,Kasperl/Perinet_Beylager_korr.csv,"
       (nimmt, niest, und legt sich wieder in den Tod)",0,55,stage_direction,3,22,speech_part,,#graf,651.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
85,1614,1614,Kasperl/Perinet_Beylager_korr.csv,"
       (zum Haspel)",0,20,stage_direction,3,22,speech_part,,#kaspar,652.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
86,1615,1615,Kasperl/Perinet_Beylager_korr.csv,"
       
        Zur G’sundheit!",0,32,character_speech,3,22,,"
       Kaspar.
      ",#kaspar,652.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
87,1616,1616,Kasperl/Perinet_Beylager_korr.csv,"
       
        Ebenfalls!",0,27,character_speech,3,22,,"
       Haspel.
      ",#haspel,653.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
88,1617,1617,Kasperl/Perinet_Beylager_korr.csv,Wer bricht denn uns den Hals?,52,81,character_speech,3,22,,"
       Haspel.
      ",#haspel,653.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
89,1618,1618,Kasperl/Perinet_Beylager_korr.csv,"
       
        Komm Brüderl zu dem Todtentanz,
       
       
        Wir sterben miteinander.",0,97,character_speech,3,22,,"
       Beyde.
      ",#kaspar #haspel,654.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
90,1619,1619,Kasperl/Perinet_Beylager_korr.csv,"Denn mich verdrüßt das Leben ganz,
       
       
        Komm Bruder Alexander!",122,203,character_speech,3,22,,"
       Beyde.
      ",#kaspar #haspel,654.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
91,1620,1620,Kasperl/Perinet_Beylager_korr.csv,"Wirf alles von dem Ranzen,
       
       
        Und laß zu todt uns tanzen.",228,306,character_speech,3,22,,"
       Beyde.
      ",#kaspar #haspel,654.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
92,1621,1621,Kasperl/Perinet_Beylager_korr.csv,(Nach dem Pas de deux sterben sie.,307,341,character_speech,3,22,,"
       Beyde.
      ",#kaspar #haspel,654.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
93,1622,1622,Kasperl/Perinet_Beylager_korr.csv,– Pause),342,350,character_speech,3,22,,"
       Beyde.
      ",#kaspar #haspel,654.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
94,1623,1623,Kasperl/Perinet_Beylager_korr.csv,"
       (richtet den Kopf in die Höhe)",0,38,stage_direction,3,22,speech_part,,#haspel,655.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
95,1624,1624,Kasperl/Perinet_Beylager_korr.csv,"
       
        Ists noch nicht bald zum Essen Zeit?",0,53,character_speech,3,22,,"
       Haspel.
      ",#haspel,655.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
96,1625,1625,Kasperl/Perinet_Beylager_korr.csv,"
       (eben so)",0,17,stage_direction,3,22,speech_part,,#kaspar,656.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
97,1626,1626,Kasperl/Perinet_Beylager_korr.csv,"
       
        Ich bin schon in der Ewigkeit.",0,47,character_speech,3,22,,"
       Kaspar.
      ",#kaspar,656.0,UNKNOWN,despair,negative,emotions of anxiety,kasperl,KK
98,1627,1627,Kasperl/Perinet_Beylager_korr.csv,"
       (tritt ein)",0,19,stage_direction,3,22,speech_part,,#fanille,657.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
99,1628,1628,Kasperl/Perinet_Beylager_korr.csv,"
       
        Was ist das?",0,29,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
100,1629,1629,Kasperl/Perinet_Beylager_korr.csv,– Ha!,30,35,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
101,1630,1630,Kasperl/Perinet_Beylager_korr.csv,welche Gruppen!,36,51,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
102,1631,1631,Kasperl/Perinet_Beylager_korr.csv,Todt sind alle diese Truppen?,76,105,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,despair,negative,emotions of anxiety,kasperl,KK
103,1632,1632,Kasperl/Perinet_Beylager_korr.csv,"–
       
       
        Alle, alle todt für mich?",106,157,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
104,1633,1633,Kasperl/Perinet_Beylager_korr.csv,"–
       
       
        (Sie tritt vor, und berührt den Grafen)
       
       
        Blick auf!",158,258,character_speech,3,22,,"
       Fanille.
      ",#fanille,657.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
105,1634,1634,Kasperl/Perinet_Beylager_korr.csv,"
       
        Du lebst?",0,26,character_speech,3,22,,"
       Graf.
      ",#graf,658.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
106,1635,1635,Kasperl/Perinet_Beylager_korr.csv,"
       
        Für dich!",0,26,character_speech,3,22,,"
       Fanille.
      ",#fanille,659.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
107,1636,1636,Kasperl/Perinet_Beylager_korr.csv,"
       
        Für mich!",0,26,character_speech,3,22,,"
       Graf.
      ",#graf,660.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
108,1637,1637,Kasperl/Perinet_Beylager_korr.csv,"
       (Umarmung)",0,18,stage_direction,3,22,speech_part,,#graf,660.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
109,1638,1638,Kasperl/Perinet_Beylager_korr.csv,"
       (recken langsam die Hälse in die Höhe)",0,46,stage_direction,3,22,speech_part,,#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
110,1639,1639,Kasperl/Perinet_Beylager_korr.csv,"
       
        Was ist das?",0,29,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
111,1640,1640,Kasperl/Perinet_Beylager_korr.csv,– Ha!,30,35,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
112,1641,1641,Kasperl/Perinet_Beylager_korr.csv,welch ein Staunen?,36,54,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
113,1642,1642,Kasperl/Perinet_Beylager_korr.csv,Hör ich wirklich die Posaunen?,79,109,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
114,1643,1643,Kasperl/Perinet_Beylager_korr.csv,Leb ich?,134,142,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
115,1644,1644,Kasperl/Perinet_Beylager_korr.csv,– Sterb ich?,143,155,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
116,1645,1645,Kasperl/Perinet_Beylager_korr.csv,– Es ist klar?,156,170,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
117,1646,1646,Kasperl/Perinet_Beylager_korr.csv,"–
       
       
        Daß ich in der Ohnmacht war.",171,225,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel,661.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
118,1647,1647,Kasperl/Perinet_Beylager_korr.csv,"
       
        Seyd lustig und munter, durchtanzet die Nacht,
       
       
        Mit Heinrich war alles gar fein abgemacht.",0,130,character_speech,3,22,,"
       Fanille.
      ",#fanille,662.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
119,1648,1648,Kasperl/Perinet_Beylager_korr.csv,"(auf den Friseur)
       
       
        Ich habe die Liebe des Grafen probirt
       
       
        Und bin seiner Treue nun ganz überführt.",131,275,character_speech,3,22,,"
       Fanille.
      ",#fanille,662.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
120,1649,1649,Kasperl/Perinet_Beylager_korr.csv,"
       
        Drum wacker gezechet und laut jubilirt!",0,56,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel #graf,663.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
121,1650,1650,Kasperl/Perinet_Beylager_korr.csv,"Gehüpft und gesprungen, und drauf musicirt!",81,124,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel #graf,663.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
122,1651,1651,Kasperl/Perinet_Beylager_korr.csv,"
      Polonaise.",0,17,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
123,1652,1652,Kasperl/Perinet_Beylager_korr.csv,"
       
        Die ganze Kompagnie erwacht,
       
       
        Doch legt sie sich gleich wieder,
       
       
        Wenn dieser Tag kein Glück gemacht,
       
       
        Auch augenblicklich nieder.",0,215,character_speech,3,22,,"
       Haspel. Kaspar.
      ",#haspel #kaspar,664.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
124,1653,1653,Kasperl/Perinet_Beylager_korr.csv,"Wir suchen euch nur allen,
       
       
        Recht herzlich zu gefallen.",240,318,character_speech,3,22,,"
       Haspel. Kaspar.
      ",#haspel #kaspar,664.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
125,1654,1654,Kasperl/Perinet_Beylager_korr.csv,"
       
        Nun herrscht die Freude wieder hier,
       
       
        Die Ruh ist uns beschieden
       
       
        Auch Euch, ihr Gönner wünschen wir,
       
       
        Gesundheit, Glück, und Frieden.",0,220,character_speech,3,22,,"
       Alle.
      ",#poet #schneider #lenchen #lisette #regent #friseur #kaspar #haspel #graf #fanille,665.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
126,1655,1655,Kasperl/Perinet_Beylager_korr.csv,"
      Allgemeiner Tanz und Jubel.",0,34,stage_direction,3,22,pre_speech,,,,,joy,positive,emotions of pleasure,kasperl,KK
127,1656,1656,Kasperl/Perinet_Beylager_korr.csv,"
      Ende.",0,12,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
0,1783,1783,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Es lebe hier die Kompagnie,
       
       
        Von dem Theater vis à vis.",0,95,character_speech,3,28,,"
       Chor.
      ",#chor,732.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
1,1784,1784,Kasperl/Perinet_Kaffeehaus_korr.csv,"Sie lebe froh, sie leb allert!",120,150,character_speech,3,28,,"
       Chor.
      ",#chor,732.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
2,1785,1785,Kasperl/Perinet_Kaffeehaus_korr.csv,"Wie Jeder, der dieß Liedchen hört.",175,209,character_speech,3,28,,"
       Chor.
      ",#chor,732.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
3,1786,1786,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (kommt mit den übrigen)",0,31,stage_direction,3,28,speech_part,,#schindel,733.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
4,1787,1787,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Hier kommt der Meister Schindel her,
       
       
        Der Teufel vom Haus regiert nicht mehr.",0,117,character_speech,3,28,,"
       Einer aus den Gästen.
      ",#einer_aus_den_gaesten,734.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
5,1788,1788,Kasperl/Perinet_Kaffeehaus_korr.csv,"Und nun Harpfenist, wie es geht und steht,
       
       
        Sing er ein kurzes Quodlibet.",142,238,character_speech,3,28,,"
       Einer aus den Gästen.
      ",#einer_aus_den_gaesten,734.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
6,1789,1789,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Das Quodlibet schlag er uns sauber und fein,
       
       
        Und wir fallen alle gehörig dann ein.",0,123,character_speech,3,28,,"
       Alle.
      ",#karl #julchen #wachtmeister #schindel #korporal #thaddädl #kaspar #viktorl#marqueur,735.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
7,1790,1790,Kasperl/Perinet_Kaffeehaus_korr.csv,"
      Quodlibet.",0,17,stage_direction,3,28,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
8,1791,1791,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Was nützen Reichthum, Geld und Kronen.",0,55,character_speech,3,28,,"
       Wachtmeister.
      ",#wachtmeister,736.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
9,1792,1792,Kasperl/Perinet_Kaffeehaus_korr.csv,Wenn uns die Eintracht nicht kann lohnen?,80,121,character_speech,3,28,,"
       Wachtmeister.
      ",#wachtmeister,736.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
10,1793,1793,Kasperl/Perinet_Kaffeehaus_korr.csv,"Was nützt uns Hoheit, Rang und Geld –
       
       
        Wenn uns nicht ehrt und schätzt die Welt.",146,249,character_speech,3,28,,"
       Wachtmeister.
      ",#wachtmeister,736.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,kasperl,KK
11,1794,1794,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Ja in der Eintracht hohen Freuden
       
       
        Muß selbst der Fürst den Bettler neiden,
       
       
        Denn alles kauft man nach Gewicht,
       
       
        Nur ihren Beyfall, Gönner!",0,225,character_speech,3,28,,"
       Wachtmeister. Karl. Schindel. Julchen.
      ",#wachtmeister #karl #schindel #julchen,737.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
12,1795,1795,Kasperl/Perinet_Kaffeehaus_korr.csv,nicht.,226,232,character_speech,3,28,,"
       Wachtmeister. Karl. Schindel. Julchen.
      ",#wachtmeister #karl #schindel #julchen,737.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
13,1796,1796,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Drum Freunde bleibt auf dieser Bahn,
       
       
        Bey Tag und auch bey Nacht –
       
       
        Dann schätzet uns auch Jedermann,
       
       
        Das Glück ist schon gemacht.",0,217,character_speech,3,28,,"
       Chor.
      ",#chor,738.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
14,1797,1797,Kasperl/Perinet_Kaffeehaus_korr.csv,"Dann stimmet alles fröhlich bey,
       
       
        Und macht ein schreckliches Geschrey.",242,336,character_speech,3,28,,"
       Chor.
      ",#chor,738.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
15,1798,1798,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Silenzio facciasi
       
       
        Silenzio facciasi,
       
       
        In questa notte
       
       
        Silenzio’ è buono.",0,160,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,739.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
16,1799,1799,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Meine Herrn und Fraun, laßt euch sag’n
       
       
        Der Hammer, und der – hats – Finale g’schlagn.",0,126,character_speech,3,28,,"
       Kaspar.
      ",#kaspar,740.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
17,1800,1800,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Laßt um ein Glasel euch bitten.",0,48,character_speech,3,28,,"
       Wachtmeister.
      ",#wachtmeister,741.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
18,1801,1801,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (zum Schindel)",0,22,stage_direction,3,28,speech_part,,#wachtmeister,741.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
19,1802,1802,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Liebster, das sey euch gewährt!",0,48,character_speech,3,28,,"
       Schindel.
      ",#schindel ,742.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
20,1803,1803,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Mahomed, dieser dumme Tropfe,
       
       
        War nicht richtig in dem Kopfe,
       
       
        Denn der Narr, der verboth den Wein.",0,163,character_speech,3,28,,"
       Wachtmeister.
      ",#wachtmeister,743.0,UNKNOWN,abhorrence,negative,emotions of rejection,kasperl,KK
21,1804,1804,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Vivat Bachus, Bachus lebe,
       
       
        Bachus war ein braver Mann!",0,95,character_speech,3,28,,"
       Schindel.
      ",#schindel ,744.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
22,1805,1805,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (trinkt)",0,16,stage_direction,3,28,speech_part,,#schindel ,744.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
23,1806,1806,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Drum füllet die Gläser mit Wein und mit Bier,
       
       
        Und trinket Gesundheit in pleno allhier –
       
       
        Dem Weibe, dem Mädchen, es gilt für den Freund,
       
       
        Es gilt hier für alle, sogar für den Feind.",0,268,character_speech,3,28,,"
       Alle.
      ",#karl #julchen #wachtmeister #schindel #korporal #thaddädl #kaspar #viktorl#marqueur,745.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
24,1807,1807,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (trinken)",0,17,stage_direction,3,28,speech_part,,#karl #julchen #wachtmeister #schindel #korporal #thaddädl #kaspar #viktorl#marqueur,745.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
25,1808,1808,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Es giebt, so wahr ich ehrlich bin,
       
       
        Ein, Ka, Ka, Ka, Kathel nur in Wien.",0,112,character_speech,3,28,,"
       Thaddädl.
      ",#thaddädl,746.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
26,1809,1809,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (trinkt)",0,16,stage_direction,3,28,speech_part,,#thaddädl,746.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
27,1810,1810,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        O Isis – und Osiris!",0,37,character_speech,3,28,,"
       Alle.
      ",#karl #julchen #wachtmeister #schindel #korporal #thaddädl #kaspar #viktorl#marqueur,747.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
28,1811,1811,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (Nach dem Volkslied)",0,28,stage_direction,3,28,speech_part,,#thadäddl,748.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
29,1812,1812,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Wann ich in mein Bethel schlafen geh,
       
       
        Reck ich alle Viere gleich in d’ Höh.",0,116,character_speech,3,28,,"
       Thadäddl.
      ",#thadäddl,748.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
30,1813,1813,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Seyd uns, ihr Gönner!",0,38,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,kasperl,KK
31,1814,1814,Kasperl/Perinet_Kaffeehaus_korr.csv,"hier willkommen
       
       
        In unsers neuen Pächters Reich.",39,110,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
32,1815,1815,Kasperl/Perinet_Kaffeehaus_korr.csv,"–
       
       
        Der Abschied wird für heut genommen,
       
       
        Doch unser Herz bleibt hier bey Euch.",111,235,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
33,1816,1816,Kasperl/Perinet_Kaffeehaus_korr.csv,"Wollt ihr das Stück hier nicht verschmähen,
       
       
        Und kriegt Musik auch ihren Lohn –
       
       
        Dann wird der Dichter froh sich sehen,
       
       
        Und Alle ziehen froh davon.",260,477,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
34,1817,1817,Kasperl/Perinet_Kaffeehaus_korr.csv,"–
       
       
        Drum gute Nacht – Schlaf ist das Ziel!",478,542,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
35,1818,1818,Kasperl/Perinet_Kaffeehaus_korr.csv,"–
       
       
        Schlaft wohl und ruhig – Stille, still!",543,608,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
36,1819,1819,Kasperl/Perinet_Kaffeehaus_korr.csv,"Still, still!",633,646,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
37,1820,1820,Kasperl/Perinet_Kaffeehaus_korr.csv,Schweiget still.,671,687,character_speech,3,28,,"
       Drey Stimmen.
      ",#drey_stimmen,749.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
38,1821,1821,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       (die Tschinellen ergreifend, schreyt)",0,45,stage_direction,3,28,speech_part,,#thaddädl,750.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
39,1822,1822,Kasperl/Perinet_Kaffeehaus_korr.csv,"
       
        Nichts ist still!",0,34,character_speech,3,28,,"
       Thaddädl.
      ",#thaddädl,750.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
40,1823,1823,Kasperl/Perinet_Kaffeehaus_korr.csv,"(Alle fallen ein)
       
       
        Nichts still – Laut sey es um und um,
       
       
        Schreyt, Vivat!",59,178,character_speech,3,28,,"
       Thaddädl.
      ",#thaddädl,750.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
41,1824,1824,Kasperl/Perinet_Kaffeehaus_korr.csv,unser Publikum!,179,194,character_speech,3,28,,"
       Thaddädl.
      ",#thaddädl,750.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
42,1825,1825,Kasperl/Perinet_Kaffeehaus_korr.csv,"
      (Der Vorhang fällt.)",0,27,stage_direction,3,28,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
43,1826,1826,Kasperl/Perinet_Kaffeehaus_korr.csv,"
      Ende.",0,12,stage_direction,3,28,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
0,2260,2260,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
      Vorigen, Mirl.",0,21,stage_direction,3,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
1,2261,2261,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"(in Mannskleidern, welche von einer Rotte Buben verfolgt wird.)",22,85,stage_direction,3,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
2,2262,2262,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Das ist ’n lebendiges Kreutz!",0,37,character_speech,3,11,,"
       Mirl.
      ",#mirl,825.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
3,2263,2263,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Laßt’s mich doch gehn, hab euch ja nichts gethan!",38,87,character_speech,3,11,,"
       Mirl.
      ",#mirl,825.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
4,2264,2264,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
        (zum Johann)",0,21,stage_direction,3,11,inner_speech,,#mirl,825.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
5,2265,2265,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Jezt gib er mir gleich mein Gewand, sonst reiß ich ihm seinen Haar Zopfen aus.",0,86,character_speech,3,11,,"
       Mirl.
      ",#mirl,825.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
6,2266,2266,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Er sieht den Muthwillen der Buben, was sie mir alles anthun das ist mir in meinem Leben nicht geschehen.",87,191,character_speech,3,11,,"
       Mirl.
      ",#mirl,825.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
7,2267,2267,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Sey sie ruhig, alter Zinß!",0,34,character_speech,3,11,,"
       Johann.
      ",#johann,826.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
8,2268,2268,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Hier hat sie ein paar Thaler, die sollen das ihr angethanene Leid wieder gut machen: es war ja alles nur Spaß, Kinderei.",35,155,character_speech,3,11,,"
       Johann.
      ",#johann,826.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
