,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
36,527,527,Kasperl/Eberl_Tode_korr.csv,Morgen wollen uns die Schuldner alles ausräumen; ich sprengte dahero heute Abends die Lüge von meines Mannes Tode aus – die 3 Hrn.,106,236,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
37,528,528,Kasperl/Eberl_Tode_korr.csv,"kamen einer nach dem andern, mir zu condoliren, und Trost zu bringen, und bothen mir gute Bezahlung an.",237,340,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
38,529,529,Kasperl/Eberl_Tode_korr.csv,Hier Frau Richterinn!,341,362,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
39,530,530,Kasperl/Eberl_Tode_korr.csv,Sie können doch ihres Mannes Schrift?,363,400,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
40,531,531,Kasperl/Eberl_Tode_korr.csv,Hier ist eine lebenslängliche Verschreibung.,401,445,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
41,532,532,Kasperl/Eberl_Tode_korr.csv,"
       So wahr ich lebe!",0,25,character_speech,1,9,,"
       Trautl.
      ",#trautl,245.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
42,533,533,Kasperl/Eberl_Tode_korr.csv,meines Mannes eigene Handschrift.,26,59,character_speech,1,9,,"
       Trautl.
      ",#trautl,245.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
43,534,534,Kasperl/Eberl_Tode_korr.csv,"
       Und Sie kennen doch ihres Mannes Geldbeutel, 400 fl.",0,60,character_speech,1,9,,"
       Rose.
      ",#rose,246.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
44,535,535,Kasperl/Eberl_Tode_korr.csv,sind darinn; ist auch zum Ankauf.,61,94,character_speech,1,9,,"
       Rose.
      ",#rose,246.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
45,536,536,Kasperl/Eberl_Tode_korr.csv,"
       Der nämliche, aus dem er mir täglich s’ Marktgeld giebt; – o!",0,69,character_speech,1,9,,"
       Everl.
      ",#everl,247.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
46,537,537,Kasperl/Eberl_Tode_korr.csv,der Spitzbub!,70,83,character_speech,1,9,,"
       Everl.
      ",#everl,247.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
47,538,538,Kasperl/Eberl_Tode_korr.csv,"
       Meine liebe Frau Nachbarinn, damit sie sehen, daß ich ein ehrliches Weib bin, so stell’ ich Ihnen das wieder zurück, was uns ohne ihren Wissen und Willen nicht gehören kann; – denn ob uns gleich die Noth drückt, so denk ich doch: Ehrlich währt am längsten.",0,264,character_speech,1,9,,"
       Rose.
      ",#rose,248.0,UNKNOWN,friendship,positive,emotions of affection,kasperl,KK
48,539,539,Kasperl/Eberl_Tode_korr.csv,"
       (küßt sie)",0,18,stage_direction,1,9,speech_part,,#trautl,249.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
49,540,540,Kasperl/Eberl_Tode_korr.csv,"
       Die Frau Rosel ist ein braves Weib!",0,43,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
50,541,541,Kasperl/Eberl_Tode_korr.csv,und mein Mann der Schlingel!,44,72,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
51,542,542,Kasperl/Eberl_Tode_korr.csv,soll bezahlt werden für seinen Raps!,73,109,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
52,543,543,Kasperl/Eberl_Tode_korr.csv,"Ich hab kein Kind, bin reich; Der Frau Rosel soll er also halten müssen, alles was er verschrieben hat; das will ich selber ausmachen.",110,244,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
53,544,544,Kasperl/Eberl_Tode_korr.csv,"
       Frau Trautl!",0,20,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
54,545,545,Kasperl/Eberl_Tode_korr.csv,"das ist großmüthig, und wird der Himmel bezahlen!",21,70,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,kasperl,KK
55,546,546,Kasperl/Eberl_Tode_korr.csv,auf solche Art kann ich das Geschenk ohne Flecken meiner Ehre behalten.,71,142,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
56,547,547,Kasperl/Eberl_Tode_korr.csv,"
       Und auch der Geldbeutel soll euer seyn.",0,47,character_speech,1,9,,"
       Everl.
      ",#everl,251.0,UNKNOWN,friendship,positive,emotions of affection,kasperl,KK
57,548,548,Kasperl/Eberl_Tode_korr.csv,"
       Frau Nachbarinn, wo soll ich mit so viel hin?",0,53,character_speech,1,9,,"
       Rose.
      ",#rose,252.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
58,549,549,Kasperl/Eberl_Tode_korr.csv,"
       Greif zu Rosel!",0,23,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
59,550,550,Kasperl/Eberl_Tode_korr.csv,greif zu!,24,33,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
60,551,551,Kasperl/Eberl_Tode_korr.csv,"wird’dir schon sagen, was wir damit machen; aber meine Hrn.",34,93,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
61,552,552,Kasperl/Eberl_Tode_korr.csv,Hausfreunde!,94,106,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,friendship,positive,emotions of affection,kasperl,KK
62,553,553,Kasperl/Eberl_Tode_korr.csv,was machen denn Sie für sauere Gesichter?,107,148,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
63,554,554,Kasperl/Eberl_Tode_korr.csv,"
       (zum Schulmeister)",0,26,stage_direction,1,9,speech_part,,#richter,254.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
64,555,555,Kasperl/Eberl_Tode_korr.csv,"
       Du!",0,11,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,abhorrence,negative,emotions of rejection,kasperl,KK
65,556,556,Kasperl/Eberl_Tode_korr.csv,sollen wir das leiden?,12,34,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,anger,negative,emotions of rejection,kasperl,KK
66,557,557,Kasperl/Eberl_Tode_korr.csv,"
       Mach’s klüger, wenn du kannst.",0,38,character_speech,1,9,,"
       Schulmeister.
      ",#schulmeister,255.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
67,558,558,Kasperl/Eberl_Tode_korr.csv,"
       Ohne weiters!",0,21,character_speech,1,9,,"
       Trautl.
      ",#trautl,256.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
68,559,559,Kasperl/Eberl_Tode_korr.csv,"– seyd’s froh, daß ihr so durchgewischt seyd.",22,67,character_speech,1,9,,"
       Trautl.
      ",#trautl,256.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
69,560,560,Kasperl/Eberl_Tode_korr.csv,"
       Und nun Hr.",0,19,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
70,561,561,Kasperl/Eberl_Tode_korr.csv,Gerichtsschreiber!,20,38,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
71,562,562,Kasperl/Eberl_Tode_korr.csv,"Ihnen geb’ ich Ihre Allmosen nicht wieder; aber austheilen will ich’s unter die Armen; denn mit dieser Schrift, und diesem Geldbeutel wird keine Kunst mehr seyn, als ehrliche Leute durchzukommen.",39,234,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
72,563,563,Kasperl/Eberl_Tode_korr.csv,"
       Das ist recht, und löblich!",0,35,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
73,564,564,Kasperl/Eberl_Tode_korr.csv,"Die Herrn werden sich’s wohl in Zukunft vergehen lassen, hübsche Wittwen ohne Todtenbeschau zu besuchen; also nichts für ungut!",36,163,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,kasperl,KK
74,565,565,Kasperl/Eberl_Tode_korr.csv,"’s war ein lustiger Einfall, und mein Rath wäre, wir nähmen von dem Geist des Trostes",164,249,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
75,566,566,Kasperl/Eberl_Tode_korr.csv,"
        (auf die Flasche zeigend)",0,34,stage_direction,1,9,inner_speech,,#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
76,567,567,Kasperl/Eberl_Tode_korr.csv,"
       einige Tropfen zu uns, und würden wieder gute Freunde – aber so viel ich sehe, so wird der wohl zu wenig werden.",0,120,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
77,568,568,Kasperl/Eberl_Tode_korr.csv,"
       Da kann ich helfen: ich habe noch zur Vorsorge eine mitgebracht.",0,72,character_speech,1,9,,"
       Katzbalg.
      ",#katzbalg,259.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
78,569,569,Kasperl/Eberl_Tode_korr.csv,"
       (holt eine Flasche aus dem Mantel hervor.)",0,50,stage_direction,1,9,speech_part,,#katzbalg,259.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
79,570,570,Kasperl/Eberl_Tode_korr.csv,"
       Bravo!",0,14,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
80,571,571,Kasperl/Eberl_Tode_korr.csv,der Herr hat Provision von Trosttropfen – nu also gute Freunde!,15,78,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,friendship,positive,emotions of affection,kasperl,KK
81,572,572,Kasperl/Eberl_Tode_korr.csv,–,79,80,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
82,573,573,Kasperl/Eberl_Tode_korr.csv,"
       Nu meinetwegen; so solls auch blos als ein Fastnachtsstückel angesehen seyn.",0,84,character_speech,1,9,,"
       Richter.
      ",#richter,261.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
83,574,574,Kasperl/Eberl_Tode_korr.csv,"
       (zu Rose)",0,17,stage_direction,1,9,speech_part,,#kaspar,262.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
84,575,575,Kasperl/Eberl_Tode_korr.csv,"
       Du Weiberl!",0,19,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,abhorrence,negative,emotions of rejection,kasperl,KK
85,576,576,Kasperl/Eberl_Tode_korr.csv,dir will ich meinen Dank insbesondere abstatten.,20,68,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
86,577,577,Kasperl/Eberl_Tode_korr.csv,"So hab’ ich’s halt doch erfahren, daß ein Weib der Schatz eines Mannes ist, und ihm auf die honneteste Art nutzen kann.",69,188,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
87,578,578,Kasperl/Eberl_Tode_korr.csv,"
       Frau Rosel!",0,19,character_speech,1,9,,"
       Richter.
      ",#richter,263.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
88,579,579,Kasperl/Eberl_Tode_korr.csv,"nichts für ungut, denn ich war ein Esel.",20,60,character_speech,1,9,,"
       Richter.
      ",#richter,263.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
89,580,580,Kasperl/Eberl_Tode_korr.csv,"
       Geschwind trinken wir die Gesundheit des Herrn Richters!",0,64,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
90,581,581,Kasperl/Eberl_Tode_korr.csv,Er soll leben!,65,79,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
91,582,582,Kasperl/Eberl_Tode_korr.csv,"und alle Ehemänner, die die Glückseligkeit genießen, die da heißt: glücklich ist der Mann, welcher kennt seine Hausfreunde!",80,203,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
92,583,583,Kasperl/Eberl_Tode_korr.csv,"
     Ende der Posse.",0,21,stage_direction,1,9,pre_scene,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
0,1838,1838,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
      Vorige.",0,14,stage_direction,3,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
1,1839,1839,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,Gräfinn Brandheim nimmt Antonien an der Hand.,15,60,stage_direction,3,16,pre_speech,,,,,no_annotation,no_annotation,no_annotation,kasperl,KK
2,1840,1840,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Durch die ernste Zudringlichkeit dieses Mannes ließ ich mich überreden, den letzten Schritt zu dem Glück ihrer Familie zu wagen, hieher zu kommen, um einer Entführung vorzubeugen; für die Ehre, mich mit ihrem Sohne zu vermählen, danke ich.",0,247,character_speech,3,16,,"
       Brandheim.
      ",#brandheim,751.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
3,1841,1841,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"Hier, dieses liebenswürdige Weib, ganz werth von ihrem Sohn geliebt zu sein, ist seine Gemahlin, sie soll es auch bleiben.",248,370,character_speech,3,16,,"
       Brandheim.
      ",#brandheim,751.0,UNKNOWN,love,positive,emotions of affection,kasperl,KK
4,1842,1842,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Beste Gräfinn!",0,22,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,kasperl,KK
5,1843,1843,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (küßt ihr die H.)",0,26,stage_direction,3,16,inner_speech,,#karl,752.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,kasperl,KK
6,1844,1844,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Antonie!",0,16,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
7,1845,1845,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (nimmt den kleinen,)",0,29,stage_direction,3,16,inner_speech,,#karl,752.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
8,1846,1846,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       und du Sohn stürzet ihm zu Füßen, und fleht um seinen Seegen.",0,69,character_speech,3,16,,"
       Karl.
      ",#karl,752.0,UNKNOWN,despair,negative,emotions of anxiety,kasperl,KK
9,1847,1847,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       (mit Thränen)",0,21,stage_direction,3,16,speech_part,,#bolla,753.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
10,1848,1848,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Dieser sey euch zu Theil, Kinder, laßt mich in euren Armen sterben",0,74,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,kasperl,KK
11,1849,1849,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (umarmt Sie)",0,21,stage_direction,3,16,inner_speech,,#bolla,753.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
12,1850,1850,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Aber Sohn!",0,18,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
13,1851,1851,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,wo ist denn meine Tochter?,19,45,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
14,1852,1852,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,meine Karoline?,46,61,character_speech,3,16,,"
       Bolla.
      ",#bolla,753.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
15,1853,1853,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       In ihren Armen, Vater!",0,30,character_speech,3,16,,"
       Karl.
      ",#karl,754.0,UNKNOWN,no_annotation,no_annotation,no_annotation,kasperl,KK
16,1854,1854,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Wie!",0,12,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
17,1855,1855,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"Dieses Weib deine Gattin, meine Tochter, meine Karoline?",13,69,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
18,1856,1856,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
        (in Freude gesenkt.)",0,29,stage_direction,3,16,inner_speech,,#bolla,755.0,UNKNOWN,joy,positive,emotions of pleasure,kasperl,KK
19,1857,1857,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       O guter Gott!",0,21,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
20,1858,1858,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,das kann ich nicht erleben.,22,49,character_speech,3,16,,"
       Bolla.
      ",#bolla,755.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
21,1859,1859,Kasperl/Hensler_Der Schornsteinfeger_korr.csv,"
       Was – was hör ich da?",0,29,character_speech,3,16,,"
       Caspar.
      ",#caspar,756.0,UNKNOWN,being moved,being moved,being moved,kasperl,KK
